,release_date,developer,price
108051,,Eierkop-Games,0.0
108052,,Crytivo,0.0
108053,2016-12-30,Dragon's Games,0.99
108054,2016-12-30,Dog Theory,0.99
108055,2016-12-30,exagongames,4.99
108056,,,0.0
108057,,Innomen Productions,0.0
108058,2017-01-03,"SmiteWorks USA, LLC",4.99
108059,2016-12-30,Indie Game Group,1.99
108060,2016-12-30,Lasmelan,4.99
108061,2016-12-30,Elite Games Ltd,4.99
108062,2016-12-30,Meepower,0.99
108063,2016-12-30,DL Softworks,0.0
108064,2016-12-28,BulatHard,1.99
108065,2015-05-29,Cosmi,39.99
108066,2015-06-28,Michaela Laws,0.99
108067,2016-06-23,David Cross,0.0
108068,2016-12-28,"Visual Wordplay,Godline",0.0
108069,2016-12-28,Flatbox Studios,4.99
108070,,,0.0
108071,2016-12-29,HoCWar,0.0
108072,,Quantum Sheep,0.0
108073,,,9.99
108074,2016-12-27,"FarSight Studios, Inc.",4.99
108075,2016-12-27,"FarSight Studios, Inc.",4.99
108076,2016-12-27,"FarSight Studios, Inc.",4.99
108077,,,5.99
108078,2016-12-27,"FarSight Studios, Inc.",9.99
108079,2016-12-27,"FarSight Studios, Inc.",4.99
108080,2016-12-27,"FarSight Studios, Inc.",4.99
108081,2016-12-27,"FarSight Studios, Inc.",4.99
108082,2016-12-27,"FarSight Studios, Inc.",9.99
108083,,,29.99
108084,2016-12-25,LEVER Software,0.0
108085,,,2.99
108086,2016-12-27,FLYNET STUDIOS,6.99
108087,2016-12-27,Grey Alien Games,6.99
108088,2016-12-27,Eridanus Studio,1.99
108089,,,4.99
108090,2016-12-27,Bittersweet Entertainment,14.99
108091,2016-12-24,"Mindware Co.,Ltd.",12.99
108092,,,9.99
108093,2016-12-27,Bittersweet Entertainment,14.99
108094,2016-12-24,"Media Impact Co.,Ltd",0.0
108095,,,0.0
108096,,,24.99
108097,,,6.99
108098,,,14.99
108099,,,2.99
108100,2016-12-26,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",0.0
108101,1990-09-07,,2.99
108102,1991-12-09,,2.99
108103,2016-12-23,,4.99
108104,1982-01-01,,2.99
108105,2016-12-22,QUByte Interactive,12.99
108106,,,7.99
108107,2016-12-23,WindThunder Studio,4.99
108108,2016-12-22,rakusomoku,16.99
108109,2016-12-23,WindThunder Studio,6.48
108110,2016-12-17,GameTop.com,0.0
108111,2016-12-23,Cybertime System,4.99
108112,2016-12-23,Cybertime System,4.99
108113,2016-12-23,Cybertime System,4.99
108114,2016-12-23,Cybertime System,5.99
108115,2016-12-23,Cybertime System,6.99
108116,2016-12-23,,4.99
108117,2016-12-23,Cybertime System,7.99
108118,2016-12-23,,4.99
108119,,,4.99
108120,,,14.99
108121,2016-12-23,WinterCell Studios,8.99
108122,2016-12-22,AGP::Studios,9.99
108123,,,11.99
108124,,,2.99
108125,2016-12-22,GamersHype Productions,0.99
108126,2016-12-22,Crate Entertainment,8.99
108127,2016-12-22,btf GmbH,4.99
108128,2016-12-22,Puuba,0.0
108129,,,0.0
108130,2016-12-22,Alice &amp; Smith,4.99
108131,2016-12-22,Anvate Games,1.99
108132,,,1.99
108133,2016-12-22,Flying Mollusk,9.99
108134,2016-12-26,Fabio Ferrara,0.0
108135,,,14.99
108136,2016-12-21,Play Native Entertainment,6.99
108137,,,0.0
108138,2016-12-21,Deca Games OU,0.0
108139,2015-12-01,"Trek Industries, Inc",0.99
108140,2016-12-21,Spicy Tails,12.99
108141,2016-12-20,"Halisson,badchrono",0.99
108142,2016-12-21,Liz-Arts,9.99
108143,2016-12-21,34BigThings srl,7.99
108144,2016-12-21,34BigThings srl,3.99
108145,,,9.99
108146,2016-12-22,Zoink Games,0.0
108147,2016-12-21,Stegalosaurus Game Development,0.0
108148,2016-12-21,TheBlavas,4.99
108149,,,2.99
108150,2016-12-21,IPACS,14.99
108151,2016-12-21,Hell Squirrel Games,6.99
108152,,,9.99
108153,2016-12-21,chrisizeful,2.99
108154,2016-12-21,Easy Game Station,0.0
108155,2016-12-21,DoshMallow Games,1.99
108156,2016-12-21,Runewaker,0.0
108157,,,9.99
108158,2016-12-21,Skot Leach,4.99
108159,,,9.99
108160,2016-12-21,ExperaGameStudio,8.99
108161,,,3.99
108162,,,0.0
108163,2016-12-20,Capcom,9.99
108164,2016-12-20,Zach Tsiakalis-Brown,4.99
108165,2016-12-20,Artogon,0.0
108166,,,4.99
108167,2016-12-20,Turbulon Interactive,9.99
108168,2016-12-20,,19.29
108169,2016-10-07,,4.99
108170,2016-12-20,Apology Games,4.99
108171,2016-12-20,"Firaxis,Aspyr (Mac, Linux)",4.99
108172,2016-12-20,"Firaxis,Aspyr (Mac, Linux)",4.99
108173,,,3.99
108174,,,19.99
108175,2016-12-20,Kunos Simulazioni,6.99
108176,2016-12-20,Capcom,29.99
108177,2016-12-20,WayForward,19.99
108178,2016-12-20,PixelMouse,2.99
108179,2016-12-20,"SmiteWorks USA, LLC",4.99
108180,2016-12-20,"SmiteWorks USA, LLC",12.99
108181,2016-12-20,"SmiteWorks USA, LLC",6.99
108182,2016-12-20,"SmiteWorks USA, LLC",4.99
108183,2016-12-20,"SmiteWorks USA, LLC",7.99
108184,2016-12-20,"SmiteWorks USA, LLC",4.99
108185,2016-12-20,"SmiteWorks USA, LLC",7.99
108186,2016-12-20,Dreadbit,2.99
108187,2016-12-20,Massive Entertainment,6.99
108188,2016-12-20,Musopia,7.99
108189,2016-12-20,bumblebee,9.99
108190,2016-12-20,Days of Wonder,4.99
108191,2016-12-20,Lince Works,0.0
108192,2016-12-20,"Elias Viglione,Jussi Kukkonen",4.99
108193,,,16.99
108194,2016-12-14,BYCODEC TEKNOLOJI LTD,2.99
108195,2016-12-11,BYCODEC TEKNOLOJI LTD,0.0
108196,2016-12-20,Serzhantov Aleksandr,8.99
108197,,,4.99
108198,2016-12-20,Freejam,49.99
108199,2016-12-20,Stepanov Dmitriy,2.99
108200,2016-12-20,Little World Studio,9.99
108201,2016-12-20,Ubisoft,6.99
108202,2016-12-20,Ubisoft,6.99
108203,2016-12-20,Ubisoft,6.99
108204,2016-12-20,Ubisoft Montreal,7.99
108205,2016-12-20,Ubisoft,14.99
108206,2016-12-20,Absolutist Ltd.,6.99
108207,2016-12-28,Blue Comet Games,4.99
108208,2016-12-19,"Den-fami Nico Game Magazine,Makoto Sanada",9.99
108209,,,19.99
108210,2016-12-20,Bad Pixel,3.99
108211,2016-12-20,Sebastien Bini,7.99
108212,,,0.0
108213,2016-12-20,Nicholas Fisher,2.99
108214,2016-12-19,Bruno Freitas,1.99
108215,2016-12-19,Musopia,4.99
108216,2016-12-19,Panoramik Inc,19.99
108217,2016-12-19,,19.99
108218,2016-12-19,Trend Redaktions- und Verlagsgesellschaft mbH,34.99
108219,2016-12-19,ERS G Studios,9.99
108220,2016-04-14,,1.99
108221,2017-11-07,Juniper Theory,7.99
108222,,,7.99
108223,2016-12-16,Fascimania,0.99
108224,2016-12-19,Fantasy Flight Games,4.99
108225,2016-11-25,GuraShop,3.99
108226,2016-12-19,"SkyBox Labs,Forgotten Empires",9.99
108227,2016-12-19,Dinan Studios,8.99
108228,,,0.0
108229,2016-12-19,Antoine Bilodeau,2.99
108230,,,2.99
108231,2016-12-19,Thomas Bernatchez,0.99
108232,2016-12-19,AdroVGames,0.99
108233,2016-12-19,khos85,2.99
108234,2016-12-18,Black Fox Pavilion,2.99
108235,,,0.0
108236,2016-12-18,"CAPCOM Co., Ltd.",0.0
108237,2016-09-28,Teawork Dev,1.99
108238,,,0.0
108239,2016-12-19,Nova D,1.99
108240,2016-12-16,Lokator Studio,2.99
108241,2016-12-16,Elephant Games,9.99
108242,,,0.0
108243,,,0.0
108244,2016-12-16,7 Generation Games,9.99
108245,2016-12-15,NIMONIX,0.0
108246,2016-12-16,DL Softworks,0.0
108247,2016-12-16,Fox Dawn,0.0
108248,2016-12-16,Digital Melody,0.99
108249,2016-12-16,Project Moon,19.99
108250,2016-12-16,Agrostemma,9.99
108251,2016-12-16,Great Boolean,14.99
108252,2016-12-16,Handelabra Games Inc.,7.99
108253,2016-12-20,Broken Desk,14.99
108254,2016-01-09,10101 Software,0.99
108255,2016-12-16,Orange_Juice,4.99
108256,2016-12-16,Light Arc Studio Ltd,9.99
108257,2016-12-16,Stately Snail,2.99
108258,2016-12-16,Berserk Games,4.99
108259,,,4.99
108260,,,9.99
108261,2016-12-16,Stormtide,9.99
108262,,,17.99
108263,2016-12-16,Choice of Games,3.99
108264,2016-12-16,Magic Pixel Kft.,2.99
108265,,,14.99
108266,2016-12-16,Petroglyph,3.99
108267,2016-12-16,Lunatic Pixels,14.99
108268,2016-12-15,System Era Softworks,19.99
108269,2016-12-15,"peakvox,O-TWO inc.",2.99
108270,2016-12-16,Pixeljam,2.99
108271,2016-12-15,Crystice Softworks,14.99
108272,2016-12-15,Andreil Game,7.99
108273,2016-12-15,WeersProductions,2.99
108274,,,4.99
108275,2016-12-16,SCS Software,1.99
108276,,,19.99
108277,2016-12-16,Choice of Games,0.99
108278,,,19.99
108279,2016-12-16,Virtavia,17.99
108280,2016-12-16,CyberLink,99.99
108281,2016-12-16,Musopia,7.99
108282,2016-12-16,Tuwi Michael Nannings,0.0
108283,2016-12-16,Gammosaur,4.99
108284,2016-12-16,疯王子,1.99
108285,,,4.99
108286,2016-12-16,"SmiteWorks USA, LLC",2.99
108287,2016-12-16,"SmiteWorks USA, LLC",2.99
108288,2016-12-16,"SmiteWorks USA, LLC",2.99
108289,2016-12-16,"SmiteWorks USA, LLC",2.99
108290,2016-12-16,"SmiteWorks USA, LLC",2.99
108291,2016-12-15,Frontwing,9.99
108292,,,6.99
108293,2016-12-15,Frontwing,9.99
108294,2016-12-15,Dragom,14.99
108295,2016-12-16,"SmiteWorks USA, LLC",2.99
108296,2016-12-15,Seycara Music and Arts,5.99
108297,2016-12-15,Raxasoft Games,2.99
108298,2016-12-15,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",1.99
108299,2016-12-15,"peakvox,O-TWO inc.",2.99
108300,2016-12-15,Impressions Games,9.99
108301,1999-10-31,Impressions Games,9.99
108302,2016-12-15,Dovetail Games,39.99
108303,2013-03-07,,0.0
108304,2016-12-15,Ian Snyder,14.99
108305,2016-12-15,Monster Games,0.99
108306,2016-12-15,Monster Games,0.99
108307,2016-12-15,Monster Games,4.99
108308,2016-12-15,Monster Games,4.99
108309,2016-12-15,Monster Games,0.0
108310,2016-12-15,Monster Games,0.0
108311,2016-01-22,Dungeoneering Studios,7.99
108312,2016-12-15,WeMade,9.99
108313,2016-12-15,WeMade,24.99
108314,2016-12-15,WeMade,44.99
108315,2016-12-15,"SmiteWorks USA, LLC",6.99
108316,2016-12-15,"SmiteWorks USA, LLC",9.99
108317,2016-12-15,"SmiteWorks USA, LLC",4.99
108318,2016-12-15,"SmiteWorks USA, LLC",2.99
108319,2016-12-15,"SmiteWorks USA, LLC",2.99
108320,2016-12-15,"SmiteWorks USA, LLC",4.99
108321,2016-12-15,SharkByte Studio,12.99
108322,,,5.99
108323,2016-12-15,Sokpop Collective,5.99
108324,2016-12-15,Musopia,4.99
108325,2016-12-15,Virtavia,12.99
108326,2016-12-15,goonswarm,0.99
108327,2016-12-15,Sunward Games,9.99
108328,1998-11-30,PyroTechnix,5.99
108329,1995-09-30,Yosemite Entertainment,5.99
108330,2016-12-13,"Quantum Phoenix Studio,Dennis Esie",4.99
108331,2016-12-13,"KOEI TECMO GAMES CO., LTD.",12.99
108332,2016-12-13,"KOEI TECMO GAMES CO., LTD.",12.99
108333,2016-12-13,"KOEI TECMO GAMES CO., LTD.",12.99
108334,2016-12-19,JB Gaming Inc.,14.99
108335,2016-12-13,Nick Everlith,9.99
108336,2016-12-13,ARTDINK,59.99
108337,2016-12-14,3Division,2.99
108338,2016-12-14,ICE Entertainment,11.99
108339,2016-12-13,"Quantum Phoenix,Dennis Esie",0.99
108340,2016-12-13,Olly Whillans,4.99
108341,2016-12-14,3Division,2.99
108342,2016-12-14,ICE Entertainment,29.99
108343,2016-12-15,"SmiteWorks USA, LLC",5.99
108344,2016-12-14,Nomad Games,1.99
108345,2016-12-14,Nomad Games,1.99
108346,2016-12-14,Artem Kotov,2.99
108347,2016-12-14,3Division,2.99
108348,2016-12-14,Arc System Works,29.99
108349,2016-12-14,Arc System Works,4.99
108350,2016-12-14,Underbite Games,19.99
108351,2016-12-14,Musopia,4.99
108352,2016-12-14,"Atom Switch, Inc.",19.99
108353,2016-12-14,Steve Gabry,2.99
108354,2016-12-14,Steve Gabry,11.99
108355,2016-12-14,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",4.99
108356,2016-12-14,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",4.99
108357,2016-12-14,Red Dot Games,5.99
108358,2016-12-14,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",4.99
108359,2016-12-14,TakeFlight Interactive,5.99
108360,2016-12-15,SOFTSTAR ENTERTAINMENT INC.,14.99
108361,,,4.99
108362,2016-12-07,Arconyx,9.99
108363,,,2.99
108364,2016-12-15,,2.99
108365,,,9.99
108366,2016-12-14,Brimo Studio,0.99
108367,,,2.99
108368,2016-12-14,"Atom Switch, Inc.",6.99
108369,2016-12-14,Biodrone Studios,0.0
108370,2016-12-14,Arc System Works,4.99
108371,2016-12-14,Arc System Works,1.99
108372,2016-12-14,Arc System Works,11.99
108373,2016-12-14,Arc System Works,1.99
108374,2016-12-14,Arc System Works,11.99
108375,2016-12-14,Quiet River,4.99
108376,,,0.99
108377,2016-12-14,Hunted Cow Studios,0.0
108378,2016-12-14,Ronimo Games,5.49
108379,2016-12-14,The Stonebot Studio,3.99
108380,2016-12-13,Vibrant Core,9.99
108381,2016-12-14,Elephant Games,9.99
108382,2016-12-13,We Are Bots,19.99
108383,2016-12-13,Runewaker,0.0
108384,,,6.99
108385,2016-12-13,Pewter Games Studios,12.99
108386,2016-12-13,Pewter Games Studios,0.0
108387,2016-12-13,Ubisoft Montreal,7.99
108388,2016-12-13,Runewaker,0.0
108389,2016-12-13,different cloth,19.99
108390,2016-12-09,DL Softworks,5.99
108391,2016-12-09,Nikolay Novikov,3.99
108392,2016-12-09,Grandma Studios,9.99
108393,2016-12-09,Watercress Studios,0.0
108394,,,0.0
108395,2017-03-30,Demon Sword Games,4.99
108396,2016-12-09,"Avalanche Software,Heavy Iron Studios",29.99
108397,2016-12-09,"Avalanche Software,Heavy Iron Studios",29.99
108398,2016-12-09,Warfare Studios,3.99
108399,2016-12-09,"Avalanche Software,Heavy Iron Studios",29.99
108400,2016-12-09,blank-note &amp; Frontwing,34.99
108401,2016-12-08,Rootify,0.99
108402,2016-12-08,Rootify,0.99
108403,2016-12-09,Aggroblakh,4.99
108404,2016-12-09,Battenberg Software,1.99
108405,2016-12-09,Battenberg Software,1.99
108406,2016-12-20,OrangeGames,6.99
108407,2016-12-10,GameHouse,12.99
108408,2016-12-10,Digital Future Lab,6.99
108409,2016-12-12,Boolat Entertainment,9.99
108410,2016-12-12,Dreamwalker Games,4.99
108411,2016-12-12,ManaVoid Entertainment Inc.,17.99
108412,2017-02-28,"Quantum Realm Games,Broken Circle Studios",9.99
108413,2013-08-28,"Far East War Development Team,Relic",0.0
108414,2016-12-12,Zeiva Inc,9.99
108415,2016-12-12,Krome Studios,14.99
108416,2016-12-12,Tatyana Murzina,4.99
108417,2016-12-12,Pipeworks Studio,0.0
108418,2016-12-12,Team NINJA,31.99
108419,2018-12-01,Play One Game Studio,15.99
108420,,,0.99
108421,2016-12-12,oophok,4.99
108422,2016-12-12,studio wasp,9.99
108423,2016-12-12,galanti,4.99
108424,,,0.99
108425,2016-12-13,Dreadbit,2.99
108426,2016-12-13,A.Y.std,7.99
108427,,,9.99
108428,2016-12-11,Fabrik Games Ltd,12.99
108429,2016-12-11,"G-STYLE Co,. Ltd.",4.99
108430,,"Bacq Stellan,Chris Hédé,OtakuMaker Studio",0.0
108431,2016-12-12,Dean Ashford,2.99
108432,,,5.99
108433,2016-12-12,Viking Tao,0.0
108434,2016-12-08,"SmiteWorks USA, LLC",7.99
108435,2017-02-08,Incandescent Games,19.99
108436,2016-12-09,GoldenGod Games,6.99
108437,2016-12-08,Badim,2.99
108438,,,1.99
108439,2016-12-08,"SmiteWorks USA, LLC",4.99
108440,2016-12-08,Little Cat Feet,9.99
108441,2016-12-08,"SmiteWorks USA, LLC",19.99
108442,,,6.99
108443,2016-12-07,Seragam,4.99
108444,2016-12-07,CharlieH,0.99
108445,2016-12-08,Romantic Railroads,19.99
108446,,,14.99
108447,2016-12-07,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",0.0
108448,2016-12-08,FIVE-BN GAMES,6.99
108449,2016-12-07,"Xitilon,Esdeer",0.99
108450,2016-12-07,Abstractive Works,2.99
108451,2016-12-07,Super Icon Ltd,12.99
108452,2016-12-07,HexWar Games,9.99
108453,2016-12-07,Marsbound,5.99
108454,2016-12-07,Diagrammet AB,5.99
108455,2016-12-07,Marsbound,0.0
108456,,,19.99
108457,2016-12-07,Blam! Games,9.99
108458,2016-12-07,Blue Wizard Digital,1.99
108459,2016-12-07,Other Ocean Interactive,19.99
108460,2016-12-07,Other Ocean Interactive,4.99
108461,2016-12-07,Other Ocean Interactive,4.99
108462,2016-12-07,Other Ocean Interactive,4.99
108463,2016-12-07,Other Ocean Interactive,4.99
108464,2016-12-07,Other Ocean Interactive,4.99
108465,2016-12-08,Hex Entertainment,12.99
108466,2016-12-08,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",0.0
108467,2016-12-08,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",0.0
108468,,,14.99
108469,2016-12-08,Flynns Arcade,0.99
108470,2016-12-08,Lost Decade Games,7.99
108471,2016-12-08,08 Games,6.99
108472,2016-12-08,Caravel Games,4.99
108473,2016-12-08,Choice of Games,3.99
108474,,,19.99
108475,,,0.99
108476,2016-12-08,EXAMU,29.99
108477,2016-12-08,WINGED SAKURA GAMES,9.99
108478,2012-01-26,Daniel McFarline,0.99
108479,2016-12-08,WINGED SAKURA GAMES,4.99
108480,2016-12-08,"Ladomu,Angels Blue Digital Entertainment,DigitalEZ",6.99
108481,2016-12-08,Koya Game,0.0
108482,2016-12-07,Other Ocean Interactive,4.99
108483,2016-12-07,Other Ocean Interactive,4.99
108484,2016-12-07,Other Ocean Interactive,4.99
108485,2016-12-07,Other Ocean Interactive,4.99
108486,2016-12-07,Other Ocean Interactive,4.99
108487,2016-12-07,Other Ocean Interactive,4.99
108488,2016-12-07,Other Ocean Interactive,4.99
108489,2016-12-07,Skyhook Games,9.99
108490,2016-12-07,Toposim,19.99
108491,2016-12-07,Toposim,14.99
108492,2016-12-07,Far Mills,4.99
108493,,,0.99
108494,2016-12-07,oneoreight,29.99
108495,2016-12-07,PIXOWL INC.,1.99
108496,2016-12-06,Ubisoft,6.99
108497,2016-12-06,Temple Gates Games,7.99
108498,,,29.99
108499,2016-12-06,bumblebee,9.99
108500,2016-12-06,Ubisoft - San Francisco,2.99
108501,2016-12-06,Ubisoft - San Francisco,9.99
108502,2016-12-06,Ubisoft - San Francisco,2.99
108503,2016-12-06,Ubisoft - San Francisco,2.99
108504,,,39.99
108505,,,24.99
108506,2016-12-06,Ubisoft - San Francisco,2.99
108507,,,9.99
108508,2016-12-06,"Longsword Studios, Inc.",3.99
108509,,,11.99
108510,,,4.99
108511,2016-12-06,DarkLight,0.99
108512,,,0.0
108513,,Codex Worlds,0.0
108514,,,19.99
108515,2016-12-05,FantaBlade Network,0.0
108516,2016-12-05,Spectrum Games,0.99
108517,2016-12-06,DIGIDICED,4.99
108518,2016-12-06,Buka Game Studio,11.99
108519,2016-12-06,Buka Game Studio,0.0
108520,2016-11-30,Egor Magurin,0.99
108521,2016-12-01,Vidas Salavejus,2.99
108522,2016-12-02,Warfare Studios,8.99
108523,2016-12-02,KirUn,2.99
108524,2016-11-29,"Storm Isle Productions,Longshot Studios LLC,Polywickstudio",15.99
108525,2016-12-04,Square Enix Montréal,9.99
108526,2016-12-04,Léo-Games,0.0
108527,2016-12-04,Giant Goblin Studio,4.99
108528,2016-12-04,"G-STYLE Co,. Ltd.",4.99
108529,2016-12-05,Dharker Studio,2.99
108530,2016-12-05,astragon Entertainment GmbH,0.0
108531,,,0.0
108532,2016-12-05,SCS Software,17.99
108533,2016-10-26,Joint Custody,4.99
108534,2016-12-05,Daniil Hasanov,1.99
108535,2016-12-05,Silver Lemur Games,19.99
108536,2016-12-05,Quiet River,0.99
108537,2016-12-05,Riff Studios,5.99
108538,2016-12-05,A. Hagen,0.0
108539,,,2.99
108540,2016-12-02,Independent Arts Software GmbH,4.99
108541,2016-12-02,Rail Slave Games,5.99
108542,2016-12-02,Belsimtek,59.99
108543,2016-12-02,BetaDwarf,4.99
108544,2016-12-02,BetaDwarf,19.99
108545,,,4.99
108546,2016-12-02,Caravel Games,4.99
108547,2016-12-02,Robert Alvarez,0.99
108548,2016-12-02,,2.99
108549,2016-12-02,"Alexey Khazov,Cristian Ionescu,Lars van Dorenvanck,Brandon van Doorn,Joran Vergoessen,Admir Leka",0.99
108550,2016-12-01,KING Art,10.0
108551,2016-12-02,DL Softworks,4.99
108552,2016-12-01,Blunt Games,2.99
108553,2016-12-02,,4.99
108554,,,5.99
108555,,,3.99
108556,2003-03-05,N-Fusion Interactive,9.99
108557,2016-12-01,Clone Corps,9.99
108558,2016-12-01,Ibrahim Indra Baskara,7.99
108559,2016-06-10,Alice &amp; Smith,4.99
108560,2016-12-01,Lord_Loej,0.0
108561,2016-12-01,Lord_Loej,0.99
108562,,Neonable,0.0
108563,2016-12-01,Nival,0.0
108564,2016-12-02,argagonky,4.99
108565,2016-12-01,Achpile,0.99
108566,2016-12-02,DyingCat,2.99
108567,2016-12-02,ComonGames,0.0
108568,,,7.99
108569,2016-12-02,Oliver Boyce,7.99
108570,,,0.0
108571,2016-12-01,Musopia,4.99
108572,2016-12-01,Caravel Games,4.99
108573,,,9.99
108574,2016-12-02,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",19.99
108575,2016-12-01,SCS Software,0.99
108576,2016-12-01,SCS Software,0.99
108577,2016-12-01,"SmiteWorks USA, LLC",2.99
108578,2016-12-01,"SmiteWorks USA, LLC",2.99
108579,2016-12-01,"SmiteWorks USA, LLC",8.99
108580,2016-12-01,"SmiteWorks USA, LLC",7.99
108581,,,2.99
108582,2016-12-01,"SmiteWorks USA, LLC",7.99
108583,2016-12-01,Playsport Games,0.0
108584,2016-12-01,Original Games,0.0
108585,,,0.0
108586,2016-12-01,Brave Giant LTD,9.99
108587,2016-12-01,"Mad Capacity,LREVG",2.99
108588,2016-12-01,"Mad Capacity,LREVG",9.99
108589,2016-12-01,DevilishGames,4.99
108590,2016-12-01,Interactive Productline Team,6.99
108591,2016-12-01,Choice of Games,5.99
108592,2016-12-01,Hut 90,10.99
108593,2016-12-01,NGD Studios,9.99
108594,2016-12-01,NGD Studios,9.99
108595,2016-12-01,NGD Studios,9.99
108596,2016-12-01,Finish Line Games,19.99
108597,2016-12-01,Brzezinski,0.99
108598,2015-01-25,TestTubeGames,5.99
108599,2016-11-30,Kickbomb Entertainment LLC,2.99
108600,2016-11-30,Clickteam,79.99
108601,,,99.99
108602,2016-11-30,Hyper Hippo Games,2.99
108603,2011-04-29,Eric Billingsley,6.99
108604,2016-12-01,Vidas Salavejus,4.99
108605,2016-11-29,Ubisoft - San Francisco,2.99
108606,2016-11-29,Ubisoft - San Francisco,2.99
108607,2016-11-18,Just1337 Studio,3.99
108608,2016-11-29,InterAction studios,2.99
108609,2016-11-29,KishMish Games,2.99
108610,2016-11-29,ColloseusX,1.99
108611,2016-11-29,Machine1357,9.99
108612,2016-11-29,PolarityFlow,4.99
108613,2016-11-29,Aeon Dream Studios,4.99
108614,2016-11-29,Woolf,0.0
108615,2016-11-29,Jamie Cunningham,0.99
108616,2016-11-29,Smit Parmar,1.99
108617,,,7.99
108618,2016-11-29,"Stone Pixel Games, LLC.",9.99
108619,2016-11-30,Steel Wool Studios,6.99
108620,,,14.99
108621,2016-11-30,Coffee Addict Studio,10.99
108622,2016-11-30,Creobit,0.99
108623,2016-11-30,Creobit,0.99
108624,2016-11-30,Dovetail Games,10.99
108625,2016-11-30,Flamy Frog Interactive,4.99
108626,2016-11-29,Atypical Games,2.99
108627,2016-11-30,Matrix Trains,4.99
108628,,,9.99
108629,2016-11-29,Puuba,1.99
108630,2016-11-29,MindArk PE AB,0.0
108631,2016-11-29,Ubisoft - San Francisco,2.99
108632,2016-11-29,Ubisoft - San Francisco,2.99
108633,2016-11-29,Ubisoft - San Francisco,9.99
108634,2016-11-28,"SnowFlame,Back To Basics Gaming",0.99
108635,2016-11-28,Ubisoft,4.99
108636,2016-11-28,Ubisoft,6.99
108637,2016-11-28,Ubisoft,6.99
108638,2016-11-28,Ubisoft,4.99
108639,2016-11-28,Ubisoft,0.0
108640,2016-11-28,Ubisoft,6.99
108641,2016-11-28,Ubisoft,19.99
108642,,,11.99
108643,2016-11-28,Ubisoft,2.99
108644,2016-11-28,GamersHype Productions,0.99
108645,2016-11-28,Silverline Studios,4.99
108646,2016-11-28,Friendly Cactus,9.99
108647,2016-11-28,Silverline Studios,0.99
108648,2016-11-28,Duplicator Studio,4.99
108649,,,2.99
108650,2016-11-28,Checkmark Games,9.99
108651,2016-11-28,Zadbox Entertainment,24.99
108652,2016-11-28,"Mad Hunter Studio,EHTechnology",3.99
